,Textbox6,CardCode,CardName,Branch,Account,Currency,FCOpeningBalance,OpeningBalance,FCOpeningBalance1,OpeningBalance1,FCDebit,Debit,FCCredit1,Credit,FCOpeningBalance4,OpeningBalance4,FCOpeningBalance5,OpeningBalance5,OpeningBalance2,OpeningBalance3,Debit1,Textbox56,OpeningBalance6,Textbox64
339,39,VDP10097,(HD)CONG TY CO PHAN TA DA PHARMA,All,33110100,VND,,,,"151,439,880.0000",,,,,,,-,"151,439,880.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
340,40,VDP10098,CHI NHANH CONG TY CO PHAN DUOC PHAM IMEXPHARM,All,33110100,VND,,,,"3,180,346,990.0000",,"3,246,996,790.0000",,"3,499,114,500.0000",,,-,"3,432,464,700.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
341,41,VDP10099,(HD)CONG TY CO PHAN TAVO PHARMA,All,33110100,VND,,,,"141,024,156.0000",,,,"148,078,400.0000",,,-,"289,102,556.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
342,42,VDP10100,CONG TY CO PHAN DUOC PHAM QUOC TE - UK PHARMA,All,33110100,VND,,,,"28,072,502.0000",,,,,,,-,"28,072,502.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
343,43,VDP10102,CONG TY CO PHAN TAVO PHARMA,All,33110100,VND,,,,"88,260,320.0000",,,,"15,120,200.0000",,,-,"103,380,520.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
344,44,VDP10103,(HD)CONG TY TNHH DUOC PHAM QUANG DIEN,All,33110100,VND,,,,"5,130,000.0000",,,,,,,-,"5,130,000.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
345,45,VDP10104,CHI NHANH CONG TY TNHH MEGA LIFESCIENCES(VIET NAM) TAI HA NOI,All,33110100,VND,,,,"19,788,540.0000",,2.0000,,"189,937,622.0000",,,-,"209,726,160.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
346,46,VDP10105,CHI NHANH CONG TY TNHH MEGA LIFESCIENCES(VIET NAM) TAI DA NANG,All,33110100,VND,,,,"29,968,320.0000",,3.0000,,"339,993,829.0000",,,-,"369,962,146.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
347,47,VDP10106,CONG TY CO PHAN DUOC PHAM TRUNG UONG CPC1 - CHI NHANH THANH PHO HO CHI MINH,All,33110100,VND,,,,"18,995,724.0000",,,,,,,-,"18,995,724.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
348,48,VDP10107,CONG TY TNHH PHAT TRIEN DUOC PHAM MINH QUAN,All,33110100,VND,,,,,,,,"6,533,150.0000",,,-,"6,533,150.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
349,49,VDP10108,CONG TY CO PHAN DUOC PHAM DAT VI PHU,All,33110100,VND,,,,,,"266,728.0000",,"4,849,600.0000",,,-,"4,582,872.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
350,50,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,EUR,,,"2,634,198.6300","70,111,259,598.3155","874,565.8300","23,250,128,457.3900","1,372,799.2400","35,544,726,782.0000",,,"3,132,432.0400","82,405,857,922.9255",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
351,51,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,USD,,,"371,724.9200","8,717,625,234.6597","62,452.3000","1,463,954,218.4000","713,576.2200","16,728,430,494.0000",,,"1,022,848.8400","23,982,101,510.2597",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
352,52,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,VND,,"(277,150,804.1217)",,,,"19,830,722.3000",,,,"296,981,526.4217",-,-,-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
353,53,VDP20002,DAEWOONG BIO INC.,All,33110200,USD,,,"69,490.0000","1,617,240,770.0000","69,490.0000","1,617,240,770.0000",,,,,-,-,-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
354,54,VDP20003,SAVA HEALTHCARE LTD.,All,33110200,USD,,,"18,461.6700","420,226,209.5000",,,,,,,"18,461.6700","420,226,209.5000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
355,55,VDP20004,HOE PHARMACEUTICALS SDN BHD,All,33110200,USD,,,"790,423.5900","18,380,067,071.4846","21,502.3400","504,939,450.2200",,,,,"768,921.2500","17,875,127,621.2646",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
356,56,VDP20004,HOE PHARMACEUTICALS SDN BHD,All,33110200,VND,,"(12,658,685.9846)",,,,,,,,"12,658,685.9846",-,-,-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
357,57,VDP20005,PHARMASCIENCE INC,All,33110200,USD,,,"746,994.7800","17,408,345,904.8400","412,985.8000","9,658,571,476.3000","729,394.5000","17,135,008,017.0000",,,"1,063,403.4800","24,884,782,445.5400",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
358,58,VDP20007,GETZ PHARMA (PVT) LIMITED,All,33110200,USD,,,"573,362.8900","13,445,462,987.2400","91,900.4900","2,139,780,832.1100","262,337.8800","6,147,101,205.0000",,,"743,800.2800","17,452,783,360.1300",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
359,59,VDP20007,GETZ PHARMA (PVT) LIMITED,All,33110200,VND,,(0.2000),,,,,,,,0.2000,-,-,-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
360,60,VDP20013,WOERWAG PHARMA GMBH & CO. KG,All,33110200,EUR,,,"876,498.6600","22,635,716,058.0000","85,485.8400","2,252,038,969.0000",,,,,"791,012.8200","20,383,677,089.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
361,61,VDP20014,JW PHARMACEUTICAL CORPORATION,All,33110100,USD,,,"991,313.8000","23,283,595,961.0000","168,360.0000","3,922,788,000.0000","142,229.6000","3,335,882,264.0000",,,"965,183.4000","22,696,690,225.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
362,62,VDP20015,DAIICHI-SANKYO,All,33110100,USD,,,"1,668,703.4000","38,297,421,417.2000",,,,,,,"1,668,703.4000","38,297,421,417.2000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
363,63,VDP20017,NOVARTIS(SINGAPORE)PTE.LTD,All,33110200,USD,,,"473,696.4100","11,093,412,267.0800","473,696.4100","11,107,210,399.3200",,,,"13,798,132.2400",-,-,-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
364,64,VDP20017,NOVARTIS(SINGAPORE)PTE.LTD,All,33110200,VND,,"(66,091,122.0800)",,,,,,"79,889,254.3200",,,-,"13,798,132.2400",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
365,65,VDP20019,MI PHARMA PRIVATE LIMITED,All,33110200,USD,,,"11,696.4000","278,649,320.4000","4,577.6300","106,590,115.0000",,,,,"7,118.7700","172,059,205.4000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
366,66,VDP20022,"L.B.S LABORATORY LTD., PART",All,33110200,USD,,,"11,505.6000","261,004,536.0000",,,,,,,"11,505.6000","261,004,536.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
367,67,VDP20035,PT.DEXA MEDICA,All,33110200,USD,,,"38,500.3500","899,577,353.0000",,,,,,,"38,500.3500","899,577,353.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
368,68,VDP20035,PT.DEXA MEDICA,All,33110200,VND,,,,"212,718.6600",,,,,,,-,"212,718.6600",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
369,69,VDP20037,DR REDDY'S LABORATORIES LTD,All,33110200,USD,,,"2,304,970.7600","53,970,677,836.8100","612,244.3300","14,228,434,471.8100","457,371.4000","10,760,927,092.0000",,,"2,150,097.8300","50,503,170,457.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
370,70,VDP20037,DR REDDY'S LABORATORIES LTD,All,33110200,VND,,"(2,909,680.0000)",,,,,,,,"2,909,680.0000",-,-,-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
371,71,VDP20038,AKUMS DRUGS & PHARMACEUTICALS LTD,All,33110200,USD,,,"1,688,518.0400","39,454,065,421.7363","172,348.7000","4,013,236,804.7763","211,412.1600","4,958,000,628.0000",,,"1,727,581.5000","40,398,829,244.9600",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
372,72,VDP20039,"CG BIO CO.,LTD",All,33110200,USD,,,"306,029.0000","7,132,309,022.0000","119,165.0500","2,772,437,612.5000",,,,,"186,863.9500","4,359,871,409.5000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
373,73,VDP20040,DOUGLAS PHARMACEUTICALS LIMITED,All,33110200,USD,,,"99,936.0000","2,328,029,136.0000",,,,,,,"99,936.0000","2,328,029,136.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
374,74,VDP20041,ALLEVIARE LIFE SCIENCES LIMITED (ALSL),All,33110200,USD,,,"39,552.0000","927,331,068.0000",,,,,,,"39,552.0000","927,331,068.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
375,75,VMP20002,DR.WOLFF SINGAPORE PTE.LTD,All,33110200,SGD,,,"13,368.9600","224,748,098.1973","13,368.9600","225,373,928.0000",,,,"625,829.8027",-,-,-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
376,76,VMP20002,DR.WOLFF SINGAPORE PTE.LTD,All,33110200,VND,,,,"625,829.8027",,,,,,,-,"625,829.8027",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
377,77,VOT10001,CONG TY TNHH THUONG MAI VA DP SANG,All,33110100,VND,,,,"4,680,302,875.0000",,"7,324,321,308.0000",,"5,771,307,973.0000",,,-,"3,127,289,540.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
378,78,VOT10003,CTY TNHH RELIV PHARMA,All,33110100,VND,,,,"153,623,054.0000",,,,,,,-,"153,623,054.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
379,79,VOT10004,NHA CUNG CAP KHAC,All,33110100,VND,,,,"635,986.0000",,,,,,,-,"635,986.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
380,80,VOT10010,CHI NHANH CONG TY TNHH THUONG MAI VA DUOC PHAM SANG TAI HA NOI,All,33110100,VND,,,,"658,105,750.0000",,"941,870,090.0000",,"949,449,706.0000",,,-,"665,685,366.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
381,81,VOT10018,CHI NHANH CONG TY TNHH THUONG MAI VA DUOC PHAM SANG TAI DA NANG,All,33110100,VND,,,,,,"231,845,665.0000",,"231,845,665.0000",,,-,-,-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
382,82,VOT10020,CTY TNHH RELIV HEALTHCARE,All,33110100,VND,,,,"355,206,600.0000",,,,,,,-,"355,206,600.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
383,83,VOT10021,(HD)CTY TNHH RELIV HEALTHCARE,All,33110100,VND,,,,"2,239,328,388.3900",,,,"1,600,334,979.0000",,,-,"3,839,663,367.3900",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
384,84,VOT10022,CONG TY TNHH TATAVN,All,33110100,VND,,,,"14,300,000.0000",,,,"30,870,000.0000",,,-,"45,170,000.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
385,85,VTB10003,CONG TY TNHH JOHNSON & JOHNSON(VIET NAM),All,33110100,VND,,,,"219,190,920.0000",,,,"399,834,050.0000",,,-,"619,024,970.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
386,86,VTB20001,BOSTON SCIENTIFIC FAR EAST B.V,All,33110200,USD,,,"1,128,411.0000","26,420,308,451.1200","566,821.0000","13,177,976,291.1200","798,863.0000","18,726,451,888.0000",,,"1,360,453.0000","31,968,784,048.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
387,87,VTB20001,BOSTON SCIENTIFIC FAR EAST B.V,All,33110200,VND,,,,"14,100.0000",,,,"19,360.0000",,,-,"33,460.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
388,88,VTB20002,NUMED CANADA INC,All,33110200,USD,,,,,,,"3,897.0000","91,614,573.0000",,,"3,897.0000","91,614,573.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
389,89,VTB20003,STRYKER EMEA SUPPLY CHAIN SERVICES BV,All,33110200,USD,,,"574,356.5600","13,497,096,129.0000","275,854.1000","6,439,855,585.0000","429,072.4600","10,057,495,695.0000",,,"727,574.9200","17,114,736,239.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
390,90,VTB20004,ST JUDE MEDICAL,All,33110200,USD,,,,,"3,500.0000","81,802,000.0000",(630.0000),"(14,754,600.0000)","4,130.0000","96,556,600.0000",-,-,-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
391,91,VTB20007,BIOTECHNICA PHARMA INTERNATIONAL PTE.LTD,All,33110200,USD,,,"68,400.8200","1,565,683,027.1000",,,,,,,"68,400.8200","1,565,683,027.1000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
392,92,VTB20007,BIOTECHNICA PHARMA INTERNATIONAL PTE.LTD,All,33110200,VND,,,,"27,734,487.3000",,,,,,,-,"27,734,487.3000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
393,93,VTB20009,ABBOTT MEDICAL(SINGAPORE) PTE.LTD,All,33110200,USD,,,"183,860.0000","4,300,910,410.0000",,,"58,385.0000","1,368,836,325.0000",,,"242,245.0000","5,669,746,735.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
394,94,VTB20010,"CHAKSHU PTE., LTD",All,33110200,USD,,,"88,056.2300","2,047,366,216.0200",,,,,,,"88,056.2300","2,047,366,216.0200",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
395,95,VTP10002,CONG TY CO PHAN FRESENIUS KABI VIET NAM,All,33110100,VND,,,,"5,784,907,128.0000",,"1,142,284,382.0000",,,,,-,"4,642,622,746.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
396,96,VTP10004,CONG TY TNHH THUONG MAI DICH VU  HANH AN,All,33110100,VND,,,,,,"3,047,000.0000",,,,"3,047,000.0000",-,-,-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
397,97,VTP10006,CONG TY TNHH UNITED INTERNATIONAL PHARMA,All,33110100,VND,,,,"208,962,189.0000",,"133,134,684.0000",,"34,695,012.0000",,,-,"110,522,517.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
398,98,VTP10007,(HD)CONG TY TNHH EUROPA VILLAGE,All,33110100,VND,,,,"1,024,762,200.0000",,"7,035,600.0000",,,,,-,"1,017,726,600.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
399,99,VTP10008,CONG TY TNHH VE PHARMA(VIET NAM),All,33110100,VND,,,,"11,432,584,954.2500",,"811,872,000.0000",,"924,660,000.0000",,,-,"11,545,372,954.2500",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
400,100,VTP20002,AJ RESEARCH & PHARMA SDN BHD,All,33110200,USD,,,"892,900.7900","20,794,267,012.1979","83,955.0500","1,938,575,437.5838","2,651.5000","61,928,434.0000",,,"811,597.2400","18,917,620,008.6141",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
401,101,VTP20003,VINTA PHARMA PTY. LTD.,All,33110200,AUD,,,"15,140.5900","265,060,284.0000",,,,,,,"15,140.5900","265,060,284.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
402,102,VTP20003,VINTA PHARMA PTY. LTD.,All,33110200,USD,"10,500.0000","(238,612,500.0000)",,,,,,,"10,500.0000","238,612,500.0000",-,-,-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
403,103,VTP20003,VINTA PHARMA PTY. LTD.,All,33110200,VND,,"(26,447,784.0000)",,,,,,,,"26,447,784.0000",-,-,-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
404,104,VTP20004,SUCCESS BRAND LTD,All,33110200,USD,,,"118,897.4100","2,766,713,792.0000",,,,,,,"118,897.4100","2,766,713,792.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
405,105,VVC20001,BHARAT SERUMS AND VACCINES LIMITED,All,33110200,USD,,,"82,861.7000","1,926,482,315.6000",,,,,,,"82,861.7000","1,926,482,315.6000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
406,106,VVT20004,ASCENSIA DIABETES CARE SINGAPORE PRIVATE LIMITED,All,33110200,SGD,,,,,"15,840.0000","264,971,520.0000","99,540.0000","1,665,105,120.0000",,,"83,700.0000","1,400,133,600.0000",-,"464,226,355,664.3177","155,487,038,480.8301","191,423,914,827.3200",-,"500,163,232,010.8076"
407,1,VDP10001,CTY TNHH MTV DUOC SAI GON,All,33110100,VND,,,,"167,133,792.0000",,,,,,,-,"167,133,792.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
408,2,VDP10003,(VIMEDIMEX) CTY CP Y DUOC PHAM VIMEDIMEX,All,33110100,VND,,,,"30,009,112.8000",,,,,,,-,"30,009,112.8000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
409,3,VDP10009,CTY TNHH MOT THANH VIEN VIMEDIMEX BINH DUONG,All,33110100,VND,,,,"3,060,558,478.0000",,"5,898,386,316.5600",,"11,074,340,048.5600",,,-,"8,236,512,210.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
410,4,VDP10011,CONG TY CO PHAN DUOC PHAM OTSUKA VIET NAM,All,33110100,VND,,,,"186,732,008.0000",,"170,352,008.0000",,"176,904,009.0000",,,-,"193,284,009.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
411,5,VDP10012,CTY CO PHAN DUOC PHAM HIEP BACH NIEN,All,33110100,VND,,,,"502,501,486.0000",,,,,,,-,"502,501,486.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
412,6,VDP10013,CTY CO PHAN DUOC - THIET BI Y TE DA NANG,All,33110100,VND,,,,"394,702,976.0000",,"907,202,682.0000",,"908,277,150.0000",,,-,"395,777,444.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
413,7,VDP10014,CTY TNHH TM DUOC PHAM DAN THANH,All,33110100,VND,,,,,,"74,114,370.0000",,"74,114,370.0000",,,-,-,-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
414,8,VDP10015,CTY TNHH Y TE CANH CUA VIET,All,33110100,VND,,,,"2,517,500.0000",,,,,,,-,"2,517,500.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
415,9,VDP10022,CTY TNHH ROHTO MENTHOLATUM VIET NAM,All,33110100,VND,,,,"18,006,754,134.0000",,"29,669,421,874.0000",,"26,023,439,052.0000",,,-,"14,360,771,312.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
416,10,VDP10027,CTY TNHH DICH VU - THUONG MAI THANH NGOC,All,33110100,VND,,,,,,,,"21,000,078.0000",,,-,"21,000,078.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
417,11,VDP10036,CONG TY CO PHAN TA DA PHARMA,All,33110100,VND,,,,"186,914,673.0000",,,,,,,-,"186,914,673.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
418,12,VDP10037,CHI NHANH CONG TY TNHH MOT THANH VIEN VIMEDIMEX BINH DUONG TAI HA NOI,All,33110100,VND,,,,"2,646,556,916.0000",,"3,805,947,006.0000",,"3,641,243,138.0000",,,-,"2,481,853,048.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
419,13,VDP10039,CONG TY TNHH MEGA LIFESCIENCES(VIET NAM),All,33110100,VND,,,,"451,366,112.0000",,,,"548,596,372.0000",,,-,"999,962,484.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
420,14,VDP10042,CONG TY TNHH DKSH VIET NAM,All,33110100,VND,,,,"6,241,472.0000",,"43,122,894.0000",,"36,881,422.0000",,,-,-,-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
421,15,VDP10043,CONG TY TNHH DUOC PHAM HUNG PHAT,All,33110100,VND,,,,"620,547,298.0000",,"9,552,060.0000",,"96,766,078.0000",,,-,"707,761,316.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
422,16,VDP10044,CONG TY TNHH TRUONG SON,All,33110100,VND,,,,"682,141,078.0000",,"56,915,000.0000",,"49,932,846.0000",,,-,"675,158,924.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
423,17,VDP10045,CONG TY TNHH LYNH FARMA,All,33110100,VND,,,,"1,631,540.0000",,,,,,,-,"1,631,540.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
424,18,VDP10054,(HD)CONG TY TNHH VIPAMED VIET NAM,All,33110100,VND,,,,"172,193,029.0000",,,,,,,-,"172,193,029.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
425,19,VDP10058,CONG TY CO PHAN DUOC PHAM PHUC NGUYEN,All,33110100,VND,,,,"35,493,192.0000",,,,,,,-,"35,493,192.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
426,20,VDP10063,CONG TY CO PHAN DUOC PHAM GOLDENLIFE,All,33110100,VND,,,,"613,247,964.0000",,"479,423,973.0000",,,,,-,"133,823,991.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
427,21,VDP10064,CONG TY TNHH P&T,All,33110100,VND,,,,"444,825,674.0000",,"58,125,751.0000",,"126,017,499.0000",,,-,"512,717,422.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
428,22,VDP10066,CONG TY TNHH DUOC PHAM KIM CHAU,All,33110100,VND,,,,"43,969,051.0000",,,,,,,-,"43,969,051.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
429,23,VDP10070,CTY TNHH DUOC MY PHAM THAI NHAN,All,33110100,VND,,,,"298,878,930.0000",,"109,809,000.0000",,,,,-,"189,069,930.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
430,24,VDP10073,CONG TY TNHH DUOC PHAM VA THIET BI Y TE ACA,All,33110100,VND,,,,"88,230,956.0000",,"76,302,999.0000",,"27,977,500.0000",,,-,"39,905,457.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
431,25,VDP10074,CONG TY TNHH DUOC PHAM VA TRANG THIET BI Y TE CT PHARMA,All,33110100,VND,,,,"861,763,184.0000",,"258,605,130.0000",,"109,300,464.0000",,,-,"712,458,518.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
432,26,VDP10075,CONG TY CO PHAN DUOC PHAM TAM PHUC VINH,All,33110100,VND,,,,"13,699,970.0000",,,,"3,628,056.0000",,,-,"17,328,026.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
433,27,VDP10076,CHI NHANH 1 - CONG TY TNHH THAI NAKORN PATANA (VIET NAM) TAI TPHCM,All,33110100,VND,,,,"142,723,050.0000",,"31,688,182.0000",,"99,947,513.0000",,,-,"210,982,381.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
434,28,VDP10080,CONG TY TNHH THAI NAKORN PATANA (VIET NAM),All,33110100,VND,,,,"21,344,715.0000",,"21,344,715.0000",,,,,-,-,-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
435,29,VDP10082,CONG TY TNHH DUOC PHAM QUANG DIEN,All,33110100,VND,,,,"31,500,519.0000",,"3,784,267.0000",,"1,757,500.0000",,,-,"29,473,752.0000",-,"500,163,232,010.8076","151,314,494,334.7854","326,902,211,254.5600",-,"675,750,948,930.5822"
