,Textbox6,CardCode,CardName,Branch,Account,Currency,FCOpeningBalance,OpeningBalance,FCOpeningBalance1,OpeningBalance1,FCDebit,Debit,FCCredit1,Credit,FCOpeningBalance4,OpeningBalance4,FCOpeningBalance5,OpeningBalance5,OpeningBalance2,OpeningBalance3,Debit1,Textbox56,OpeningBalance6,Textbox64
0,1,VDP10001,CTY TNHH MTV DUOC SAI GON,All,33110100,VND,,,,"167,133,792.0000",,,,"1,163,213,308.0000",,,-,"1,330,347,100.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
1,2,VDP10003,(VIMEDIMEX) CTY CP Y DUOC PHAM VIMEDIMEX,All,33110100,VND,,,,"30,009,112.8000",,,,,,,-,"30,009,112.8000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
2,3,VDP10009,CTY TNHH MOT THANH VIEN VIMEDIMEX BINH DUONG,All,33110100,VND,,,,"9,544,338,050.0000",,"10,048,096,373.0000",,"5,153,730,452.0000",,,-,"4,649,972,129.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
3,4,VDP10011,CONG TY CO PHAN DUOC PHAM OTSUKA VIET NAM,All,33110100,VND,,,,"511,056,024.0000",,"511,056,024.0000",,"170,352,008.0000",,,-,"170,352,008.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
4,5,VDP10012,CTY CO PHAN DUOC PHAM HIEP BACH NIEN,All,33110100,VND,,,,"574,762,488.0000",,,,"9,974,998.0000",,,-,"584,737,486.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
5,6,VDP10013,CTY CO PHAN DUOC - THIET BI Y TE DA NANG,All,33110100,VND,,,,"96,393,520.0000",,"140,153,526.0000",,"395,263,030.0000",,,-,"351,503,024.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
6,7,VDP10015,CTY TNHH Y TE CANH CUA VIET,All,33110100,VND,,,,"21,124,254.0000",,"21,124,254.0000",,"2,517,500.0000",,,-,"2,517,500.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
7,8,VDP10022,CTY TNHH ROHTO MENTHOLATUM VIET NAM,All,33110100,VND,,,,"9,578,130,437.0000",,"16,481,451,514.0000",,"23,334,860,054.0000",,,-,"16,431,538,977.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
8,9,VDP10027,CTY TNHH DICH VU - THUONG MAI THANH NGOC,All,33110100,VND,,,,"250,013,876.0000",,"250,013,876.0000",,"110,185,350.0000",,,-,"110,185,350.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
9,10,VDP10036,CONG TY CO PHAN TA DA PHARMA,All,33110100,VND,,,,"186,914,673.0000",,,,,,,-,"186,914,673.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
10,11,VDP10037,CHI NHANH CONG TY TNHH MOT THANH VIEN VIMEDIMEX BINH DUONG TAI HA NOI,All,33110100,VND,,,,"344,411,273.0000",,"668,741,318.0000",,"2,566,944,637.0000",,,-,"2,242,614,592.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
11,12,VDP10042,CONG TY TNHH DKSH VIET NAM,All,33110100,VND,,,,,,"1,513,084.0000",,"10,256,181.0000",,,-,"8,743,097.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
12,13,VDP10043,CONG TY TNHH DUOC PHAM HUNG PHAT,All,33110100,VND,,,,"771,385,724.0000",,"134,605,891.0000",,"64,984,048.0000",,,-,"701,763,881.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
13,14,VDP10044,CONG TY TNHH TRUONG SON,All,33110100,VND,,,,"724,411,791.0000",,"36,840,000.0000",,"42,728,150.0000",,,-,"730,299,941.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
14,15,VDP10045,CONG TY TNHH LYNH FARMA,All,33110100,VND,,,,"1,631,540.0000",,,,,,,-,"1,631,540.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
15,16,VDP10054,(HD)CONG TY TNHH VIPAMED VIET NAM,All,33110100,VND,,,,"847,316,417.0000",,,,,,,-,"847,316,417.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
16,17,VDP10058,CONG TY CO PHAN DUOC PHAM PHUC NGUYEN,All,33110100,VND,,,,"2,468,813.0000",,,,,,,-,"2,468,813.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
17,18,VDP10063,CONG TY CO PHAN DUOC PHAM GOLDENLIFE,All,33110100,VND,,,,"2,806,533,593.0000",,"629,375,985.0000",,,,,-,"2,177,157,608.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
18,19,VDP10064,CONG TY TNHH P&T,All,33110100,VND,,,,"478,598,746.0000",,"37,975,000.0000",,"23,275,001.0000",,,-,"463,898,747.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
19,20,VDP10065,CONG TY CO PHAN THUONG MAI DUOC PHAM PVN,All,33110100,VND,,,,"8,400,000.0000",,,,,,,-,"8,400,000.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
20,21,VDP10066,CONG TY TNHH DUOC PHAM KIM CHAU,All,33110100,VND,,,,"43,969,051.0000",,,,,,,-,"43,969,051.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
21,22,VDP10068,CONG TY TNHH DUOC PHAM KIM THANH,All,33110100,VND,,,,,,,,"107,665,950.0000",,,-,"107,665,950.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
22,23,VDP10070,CTY TNHH DUOC MY PHAM THAI NHAN,All,33110100,VND,,,,"298,878,930.0000",,,,,,,-,"298,878,930.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
23,24,VDP10073,CONG TY TNHH DUOC PHAM VA THIET BI Y TE ACA,All,33110100,VND,,,,"178,389,425.0000",,"9,001,947.0000",,"(68,277.0000)",,,-,"169,319,201.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
24,25,VDP10074,CONG TY TNHH DUOC PHAM VA TRANG THIET BI Y TE CT PHARMA,All,33110100,VND,,,,"1,417,988,180.0000",,"178,340,400.0000",,"31,576,860.0000",,,-,"1,271,224,640.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
25,26,VDP10075,CONG TY CO PHAN DUOC PHAM TAM PHUC VINH,All,33110100,VND,,,,"4,968,631.0000",,"4,968,631.0000",,,,,-,-,-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
26,27,VDP10076,CHI NHANH 1 - CONG TY TNHH THAI NAKORN PATANA (VIET NAM) TAI TPHCM,All,33110100,VND,,,,"555,880,043.0000",,"178,956,597.0000",,"31,688,182.0000",,,-,"408,611,628.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
27,28,VDP10080,CONG TY TNHH THAI NAKORN PATANA (VIET NAM),All,33110100,VND,,,,"20,241,113.0000",,"3,952,725.0000",,"21,344,715.0000",,,-,"37,633,103.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
28,29,VDP10082,CONG TY TNHH DUOC PHAM QUANG DIEN,All,33110100,VND,,,,"517,981,267.0000",,"55,575,001.0000",,"2,812,001.0000",,,-,"465,218,267.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
29,30,VDP10083,CONG TY TNHH THAI NAKORN PATANA-VIET NAM CHI NHANH TAI HA NOI,All,33110100,VND,,,,"136,228,128.0000",,"34,876,800.0000",,,,,-,"101,351,328.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
30,31,VDP10084,(HD)CONG TY TNHH DUOC PHAM VA THIET BI Y TE ACA,All,33110100,VND,,,,"487,296,568.0000",,,,"174,531,702.0000",,,-,"661,828,270.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
31,32,VDP10085,CONG TY TNHH DUOC PHAM LIEN HOP,All,33110100,VND,,,,"1,364,137,618.0000",,,,"301,335,512.0000",,,-,"1,665,473,130.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
32,33,VDP10086,(HD)CONG TY TNHH DUOC PHAM Y-MED,All,33110100,VND,,,,"82,695,596.0000",,,,,,,-,"82,695,596.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
33,34,VDP10087,(HD)CONG TY TNHH DUOC PHAM HUNG PHAT,All,33110100,VND,,,,"1,227,947,911.0000",,,,"221,611,111.0000",,,-,"1,449,559,022.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
34,35,VDP10088,(HD)CONG TY TNHH DUOC PHAM LIEN HOP,All,33110100,VND,,,,"742,070,011.0000",,,,"109,725,005.0000",,,-,"851,795,016.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
35,36,VDP10089,(HD)CONG TY TNHH TRUONG SON,All,33110100,VND,,,,"452,172,182.0000",,2.0000,,"111,577,323.0000",,,-,"563,749,503.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
36,37,VDP10090,CHI NHANH CONG TY CO PHAN DUOC PHAM TRUNG UONG VIDIPHA TAI HA NOI,All,33110100,VND,,,,,,"5,145,000.0000",,"5,145,000.0000",,,-,-,-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
37,38,VDP10092,(HD)CONG TY CO PHAN DUOC PHAM TAM PHUC VINH,All,33110100,VND,,,,"1,168,499.0000",,"1,168,499.0000",,,,,-,-,-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
38,39,VDP10095,CONG TY CO PHAN DUOC VA THIET BI Y TE QUANG NAM,All,33110100,VND,,,,"313,148,500.0000",,"158,270,000.0000",,,,,-,"154,878,500.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
39,40,VDP10096,CONG TY CO PHAN DUOC PHAM THIEN DUOC,All,33110100,VND,,,,"893,946,886.0000",,"990,667,188.0000",,"951,733,128.0000",,,-,"855,012,826.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
40,41,VDP10097,(HD)CONG TY CO PHAN TA DA PHARMA,All,33110100,VND,,,,"151,439,880.0000",,,,,,,-,"151,439,880.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
41,42,VDP10098,CHI NHANH CONG TY CO PHAN DUOC PHAM IMEXPHARM,All,33110100,VND,,,,"4,873,890,000.0000",,"4,873,890,000.0000",,"4,769,989,033.0000",,,-,"4,769,989,033.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
42,43,VDP10099,(HD)CONG TY CO PHAN TAVO PHARMA,All,33110100,VND,,,,"166,012,500.0000",,,,"54,457,800.0000",,,-,"220,470,300.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
43,44,VDP10100,CONG TY CO PHAN DUOC PHAM QUOC TE - UK PHARMA,All,33110100,VND,,,,"95,446,504.0000",,,,,,,-,"95,446,504.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
44,45,VDP10101,CONG TY CO PHAN VILOGI,All,33110100,VND,,,,,,"261,750,000.0000",,"261,750,000.0000",,,-,-,-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
45,46,VDP10102,CONG TY CO PHAN TAVO PHARMA,All,33110100,VND,,,,"870,200.0000",,,,"22,325,000.0000",,,-,"23,195,200.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
46,47,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,EUR,,,"2,638,192.1500","69,645,457,574.7125","749,125.6600","19,661,524,502.0938","1,056,392.0000","27,382,877,328.0000",,,"2,945,458.4900","77,366,810,400.6187",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
47,48,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,USD,,,"454,006.8200","10,587,688,163.0393","157,417.7900","3,660,763,923.5579","13,450.0000","313,411,900.0000",,,"310,039.0300","7,240,336,139.4814",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
48,49,VDP20001,HYPHENS PHARMA PTE.LTD,All,33110200,VND,,"(189,427,869.0165)",,,,"322,867,684.4973",,,,"512,295,553.5138",-,-,-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
49,50,VDP20002,DAEWOONG BIO INC.,All,33110200,USD,,,"194,490.0000","4,525,281,180.0000","125,000.0000","2,908,040,410.0000",,,,,"69,490.0000","1,617,240,770.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
50,51,VDP20003,SAVA HEALTHCARE LTD.,All,33110200,USD,,,"18,461.6700","420,226,209.5000",,,,,,,"18,461.6700","420,226,209.5000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
51,52,VDP20004,HOE PHARMACEUTICALS SDN BHD,All,33110200,USD,,,"809,472.7000","18,820,570,045.7846","1,605.6000","37,439,380.8000","33,746.1600","786,892,959.0000",,,"841,613.2600","19,570,023,623.9846",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
52,53,VDP20004,HOE PHARMACEUTICALS SDN BHD,All,33110200,VND,,"(13,274,445.2846)",,,,,,,,"13,274,445.2846",-,-,-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
53,54,VDP20005,PHARMASCIENCE INC,All,33110200,USD,,,"985,575.2100","22,913,684,634.5270","404,589.8000","9,415,809,938.5000","123,728.0000","2,884,347,136.0000",,,"704,713.4100","16,382,221,832.0270",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
54,55,VDP20007,GETZ PHARMA (PVT) LIMITED,All,33110200,USD,,,"242,372.6100","5,637,604,478.7100","108,026.4700","2,514,201,588.9900","72,977.4800","1,696,077,968.0000",,,"207,323.6200","4,819,480,857.7200",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
55,56,VDP20007,GETZ PHARMA (PVT) LIMITED,All,33110200,VND,,(0.2000),,,,,,,,0.2000,-,-,-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
56,57,VDP20013,WOERWAG PHARMA GMBH & CO. KG,All,33110200,EUR,,,"538,107.3000","14,089,232,792.5000","170,830.1000","4,471,208,434.5000","630,505.5300","16,233,038,136.0000",,,"997,782.7300","25,851,062,494.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
57,58,VDP20014,JW PHARMACEUTICAL CORPORATION,All,33110100,USD,,,"849,378.4000","19,749,715,582.0000","273,492.7000","6,363,918,061.0000","335,823.0000","7,833,383,976.0000",,,"911,708.7000","21,219,181,497.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
58,59,VDP20015,DAIICHI-SANKYO,All,33110100,USD,,,"1,757,788.1900","40,317,419,030.4500","49,450.9800","1,121,300,971.5000",,,,,"1,708,337.2100","39,196,118,058.9500",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
59,60,VDP20017,NOVARTIS(SINGAPORE)PTE.LTD,All,33110200,USD,,,"928,911.4200","21,631,687,334.0900","155,505.1200","3,605,075,196.9600","552,413.9700","12,871,245,501.0000",,,"1,325,820.2700","30,897,857,638.1300",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
60,61,VDP20017,NOVARTIS(SINGAPORE)PTE.LTD,All,33110200,VND,,"(45,286,352.0900)",,,,"12,777,217.0400",,,,"58,063,569.1300",-,-,-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
61,62,VDP20019,MI PHARMA PRIVATE LIMITED,All,33110200,USD,"7,800.0000","(180,819,600.0000)",,,,,,,"7,800.0000","180,819,600.0000",-,-,-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
62,63,VDP20022,"L.B.S LABORATORY LTD., PART",All,33110200,USD,,,"30,861.2000","710,770,613.0000",,,,,,,"30,861.2000","710,770,613.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
63,64,VDP20035,PT.DEXA MEDICA,All,33110200,USD,,,"33,088.3600","775,218,501.0000",,,,,,,"33,088.3600","775,218,501.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
64,65,VDP20037,DR REDDY'S LABORATORIES LTD,All,33110200,USD,,,"1,704,262.7800","39,626,803,674.0700","372,333.8300","8,658,300,414.4400","361,742.3000","8,435,159,717.0000",,,"1,693,671.2500","39,403,662,976.6300",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
65,66,VDP20037,DR REDDY'S LABORATORIES LTD,All,33110200,VND,,,,,,"2,909,680.0000",,,,"2,909,680.0000",-,-,-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
66,67,VDP20038,AKUMS DRUGS & PHARMACEUTICALS LTD,All,33110200,USD,,,"1,145,036.7900","26,630,158,433.1919","174,359.5100","4,058,315,960.0619","303,789.0400","7,080,439,871.0000",,,"1,274,466.3200","29,652,282,344.1300",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
67,68,VDP20039,"CG BIO CO.,LTD",All,33110200,USD,,,"235,399.0000","5,475,182,342.0000","15,080.0000","350,338,560.0000","54,310.0000","1,265,640,240.0000",,,"274,629.0000","6,390,484,022.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
68,69,VDP20040,DOUGLAS PHARMACEUTICALS LIMITED,All,33110200,USD,,,"99,936.0000","2,328,029,136.0000",,,,,,,"99,936.0000","2,328,029,136.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
69,70,VHC20001,NRL,All,33110200,AUD,,,,,,,"68,404.0000","1,081,809,260.0000",,,"68,404.0000","1,081,809,260.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
70,71,VMP20002,DR.WOLFF SINGAPORE PTE.LTD,All,33110200,EUR,,,,,"1,477.5000","37,834,343.0000","1,477.5000","37,834,343.0000",,,-,-,-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
71,72,VMP20002,DR.WOLFF SINGAPORE PTE.LTD,All,33110200,SGD,,,"8,801.7600","152,137,516.8773",,,"13,368.9600","225,373,928.0000",,,"22,170.7200","377,511,444.8773",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
72,73,VMP20002,DR.WOLFF SINGAPORE PTE.LTD,All,33110200,VND,,,,"625,829.8027",,,,,,,-,"625,829.8027",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
73,74,VOT10001,CONG TY TNHH THUONG MAI VA DP SANG,All,33110100,VND,,,,"5,546,444,920.0000",,"7,874,130,441.0000",,"15,122,968,553.0000",,,-,"12,795,283,032.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
74,75,VOT10003,CTY TNHH RELIV PHARMA,All,33110100,VND,,,,"153,623,054.0000",,,,,,,-,"153,623,054.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
75,76,VOT10004,NHA CUNG CAP KHAC,All,33110100,VND,,,,"635,986.0000",,,,,,,-,"635,986.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
76,77,VOT10010,CHI NHANH CONG TY TNHH THUONG MAI VA DUOC PHAM SANG TAI HA NOI,All,33110100,VND,,,,"302,386,030.0000",,"1,607,453,039.0000",,"2,168,307,400.0000",,,-,"863,240,391.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
77,78,VOT10018,CHI NHANH CONG TY TNHH THUONG MAI VA DUOC PHAM SANG TAI DA NANG,All,33110100,VND,,,,,,"367,700,877.0000",,"325,756,475.0000",,"41,944,402.0000",-,-,-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
78,79,VOT10020,CTY TNHH RELIV HEALTHCARE,All,33110100,VND,,,,"355,206,600.0000",,,,,,,-,"355,206,600.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
79,80,VOT10021,(HD)CTY TNHH RELIV HEALTHCARE,All,33110100,VND,,,,"3,179,379,964.0000",,"978,682,992.0000",,"1,915,575,355.0000",,,-,"4,116,272,327.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
80,81,VOT10022,CONG TY TNHH TATAVN,All,33110100,VND,,,,,,,,"14,300,000.0000",,,-,"14,300,000.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
81,82,VTB10003,CONG TY TNHH JOHNSON & JOHNSON(VIET NAM),All,33110100,VND,,,,,,,,"328,542,020.0000",,,-,"328,542,020.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
82,83,VTB20001,BOSTON SCIENTIFIC FAR EAST B.V,All,33110200,USD,,,"2,338,465.0000","54,348,951,580.1200","950,000.0000","22,092,751,980.0000","(1,500.0000)","(34,923,000.0000)",,,"1,386,965.0000","32,221,276,600.1200",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
83,84,VTB20001,BOSTON SCIENTIFIC FAR EAST B.V,All,33110200,VND,,"(41,400.0000)",,,,,,"55,500.0000",,,-,"14,100.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
84,85,VTB20003,STRYKER EMEA SUPPLY CHAIN SERVICES BV,All,33110200,USD,,,"479,966.0000","11,156,043,410.0000","269,624.0000","6,269,588,408.0000","248,472.1000","5,802,320,479.0000",,,"458,814.1000","10,688,775,481.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
85,86,VTB20007,BIOTECHNICA PHARMA INTERNATIONAL PTE.LTD,All,33110200,USD,,,"147,002.0800","3,395,223,682.4500","78,601.2600","1,829,540,655.3500",,,,,"68,400.8200","1,565,683,027.1000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
86,87,VTB20007,BIOTECHNICA PHARMA INTERNATIONAL PTE.LTD,All,33110200,VND,,,,,,"625,671.8500",,"28,360,159.1500",,,-,"27,734,487.3000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
87,88,VTB20009,ABBOTT MEDICAL(SINGAPORE) PTE.LTD,All,33110200,USD,,,"168,960.0000","3,926,144,125.0000",,,,,,,"168,960.0000","3,926,144,125.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
88,89,VTB20010,"CHAKSHU PTE., LTD",All,33110200,USD,,,"88,056.2300","2,047,366,216.0200",,,,,,,"88,056.2300","2,047,366,216.0200",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
89,90,VTP10002,CONG TY CO PHAN FRESENIUS KABI VIET NAM,All,33110100,VND,,,,"5,317,553,950.0000",,"1,240,980,756.0000",,"1,154,747,118.0000",,,-,"5,231,320,312.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
90,91,VTP10006,CONG TY TNHH UNITED INTERNATIONAL PHARMA,All,33110100,VND,,,,"874,047,404.0000",,"187,372,262.0000",,"76,370,047.0000",,,-,"763,045,189.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
91,92,VTP10007,(HD)CONG TY TNHH EUROPA VILLAGE,All,33110100,VND,,,,"1,052,363,400.0000",,"12,447,600.0000",,,,,-,"1,039,915,800.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
92,93,VTP10008,CONG TY TNHH VE PHARMA(VIET NAM),All,33110100,VND,,,,"4,499,173,439.0000",,"935,614,020.0000",,"4,225,889,606.0000",,,-,"7,789,449,025.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
93,94,VTP20002,AJ RESEARCH & PHARMA SDN BHD,All,33110200,USD,,,"890,121.4400","20,729,555,406.1979",,,,,,,"890,121.4400","20,729,555,406.1979",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
94,95,VTP20003,VINTA PHARMA PTY. LTD.,All,33110200,AUD,,,"15,140.5900","265,060,284.0000",,,,,,,"15,140.5900","265,060,284.0000",-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
95,96,VTP20003,VINTA PHARMA PTY. LTD.,All,33110200,USD,"10,500.0000","(238,612,500.0000)",,,,,,,"10,500.0000","238,612,500.0000",-,-,-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
96,97,VTP20003,VINTA PHARMA PTY. LTD.,All,33110200,VND,,"(26,447,784.0000)",,,,,,,,"26,447,784.0000",-,-,-,"468,620,547,800.2521","148,461,912,303.1409","160,551,587,603.1500",-,"480,710,223,100.2612"
